x,y,Phi
0.0,100.0,0.10269651005300007
100.0,100.0,0.09725266350841856
200.0,100.0,0.1083428870925522
300.0,100.0,0.08083825224113507
400.0,100.0,0.11327197005041678
500.0,100.0,0.12384896469510104
600.0,100.0,0.07550242621172573
700.0,100.0,0.10052442425449395
800.0,100.0,0.12625740678806047
900.0,100.0,0.055646135433971934
1000.0,100.0,0.07779878836199369
1100.0,100.0,0.09365850694371902
1200.0,100.0,0.09415086248847884
1300.0,100.0,0.1245323638973969
1400.0,100.0,0.11119702095337228
1500.0,100.0,0.08760613066518187
1600.0,100.0,0.14266549663801073
1700.0,100.0,0.0827922234772769
1800.0,100.0,0.08460713278240062
1900.0,100.0,0.1324925006754273
2000.0,100.0,0.14412349849989153
2100.0,100.0,0.06819971917235798
2200.0,100.0,0.07395280871539804
2300.0,100.0,0.10141185505211268
2400.0,100.0,0.036112902970802135
2500.0,100.0,0.09662116361519232
2600.0,100.0,0.08602538572436634
2700.0,100.0,0.12388301868966083
2800.0,100.0,0.1234922491811683
2900.0,100.0,0.09706266258640804
3000.0,100.0,0.08236198482122142
3100.0,100.0,0.029952821880934025
3200.0,100.0,0.11606309585424737
3300.0,100.0,0.03185065493875587
3400.0,100.0,0.07786198309214444
3500.0,100.0,0.11023643450285177
3600.0,100.0,0.10010250495217306
3700.0,100.0,0.11546843359401203
3800.0,100.0,0.06335603530521278
3900.0,100.0,0.030856628238763797
4000.0,100.0,0.1313503677734904
4100.0,100.0,0.10144497804404358
4200.0,100.0,0.11215127075243178
4300.0,100.0,0.04437868468972041
4400.0,100.0,0.15912638619899724
4500.0,100.0,0.07826097842446716
4600.0,100.0,0.13746483686794567
4700.0,100.0,0.15387539288724345
4800.0,100.0,0.08152423256729316
4900.0,100.0,0.1013605403476362
5000.0,100.0,0.06608783677127629
5100.0,100.0,0.11060989077075206
5200.0,100.0,0.11847330188390003
5300.0,100.0,0.09163267400530342
5400.0,100.0,0.06732491655809561
5500.0,100.0,0.12568829360767286
5600.0,100.0,0.1164013781292571
5700.0,100.0,0.07784631766071645
5800.0,100.0,0.07413700366096612
5900.0,100.0,0.11963765168956896
6000.0,100.0,0.08103211107390859
6100.0,100.0,0.12333646780709513
6200.0,100.0,0.09370808561991978
6300.0,100.0,0.12101772323608946
6400.0,100.0,0.0835202191428401
6500.0,100.0,0.11512142255711418
6600.0,100.0,0.11599029806791866
6700.0,100.0,0.08795018360281334
6800.0,100.0,0.07797011988177975
6900.0,100.0,0.15881579378948335
7000.0,100.0,0.1327277739926906
7100.0,100.0,0.06478828264387343
7200.0,100.0,0.158668186185602
7300.0,100.0,0.0963665445180792
7400.0,100.0,0.03106877499641776
7500.0,100.0,0.08965452490215094
7600.0,100.0,0.07413395108863585
7700.0,100.0,0.11758978069550904
7800.0,100.0,0.16914917627649512
7900.0,100.0,0.1469613783012376
8000.0,100.0,0.09355764103620162
8100.0,100.0,0.10335742171855941
8200.0,100.0,0.16822662285730855
8300.0,100.0,0.059667755576766186
8400.0,100.0,0.07449532607568733
8500.0,100.0,0.07894842356501316
8600.0,100.0,0.11123396455650966
8700.0,100.0,0.11341955484698472
8800.0,100.0,0.0736155400713215
8900.0,100.0,0.14476604310429458
9000.0,100.0,0.09956864614030612
9100.0,100.0,0.15879816747942646
9200.0,100.0,0.08876704555385126
9300.0,100.0,0.1672294317167724
9400.0,100.0,0.15027532040358485
9500.0,100.0,0.05409098095855167
9600.0,100.0,0.06745617284740274
9700.0,100.0,0.11025419841319299
9800.0,100.0,0.06906597028716327
9900.0,100.0,0.10135328204743813
